"x","y","hosts","mammals","pig","cattle","bovliv","mmb","builtup","energy","trans","agriharv","pollution","forest_integrity_grantham","hewson_forest_transition_potential","pop_2020_worldpop","motor_travel_time_weiss"
105.375,26.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","violetred4","violetred4","violetred4","khaki","royalblue3"
105.625,26.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","violetred4","violetred4","violetred4","khaki","royalblue3"
105.875,26.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","violetred4","violetred4","violetred4","khaki","royalblue3"
105.125,26.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","violetred4","violetred4","violetred4","khaki","royalblue3"
105.375,26.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","violetred4","violetred4","violetred4","khaki","royalblue3"
105.625,26.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","violetred4","violetred4","violetred4","khaki","royalblue3"
105.875,26.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.125,26.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","violetred4","violetred4","khaki","khaki","royalblue3"
105.375,26.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","violetred4","violetred4","violetred4","khaki","royalblue3"
105.625,26.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","violetred4","violetred4","violetred4","khaki","royalblue3"
105.875,26.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3"
106.125,26.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3"
109.625,26.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.875,26.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.125,26.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","khaki","khaki","royalblue3"
105.375,26.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.625,26.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
105.875,26.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.125,26.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.125,26.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.375,26.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.625,26.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.875,26.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.125,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","khaki","khaki","royalblue3"
105.375,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","khaki","khaki","royalblue3"
105.625,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.875,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.125,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.125,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
109.375,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.625,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.875,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
110.125,25.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.125,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","khaki","khaki","royalblue3"
105.375,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","khaki","khaki","royalblue3"
105.625,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.875,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.125,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
109.375,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
109.625,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.875,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
110.125,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
110.375,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
110.625,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
110.875,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
111.125,25.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.125,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","khaki","khaki","khaki","khaki","royalblue3"
105.375,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
105.625,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.875,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
108.625,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
108.875,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
109.125,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
109.375,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
109.625,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
109.875,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
110.125,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
110.375,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
110.625,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
110.875,25.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.125,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
105.375,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
108.625,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
108.875,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
109.125,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","khaki"
109.375,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
109.625,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
109.875,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","violetred4","khaki","violetred4","khaki","royalblue3"
110.125,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
110.375,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
110.625,25.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
108.625,24.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","khaki"
108.875,24.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","khaki"
108.625,24.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
108.875,24.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
108.375,24.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
108.625,24.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
108.875,24.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
108.125,24.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
108.375,24.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
108.625,24.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
108.875,24.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","violetred4","khaki","violetred4","khaki","royalblue3"
108.375,23.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
108.625,23.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
108.875,23.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","violetred4","khaki","violetred4","khaki","royalblue3"
105.875,23.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.125,23.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.375,23.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.625,23.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.875,23.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
107.125,23.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
107.375,23.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.625,23.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.875,23.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.125,23.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.375,23.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.625,23.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.875,23.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
107.125,23.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
107.375,23.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
105.875,23.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.125,23.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.375,23.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.625,23.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.875,23.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
107.125,23.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
107.375,23.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
106.125,22.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.375,22.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.625,22.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","royalblue3","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
106.875,22.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","violetred4","violetred4","khaki","royalblue3"
105.625,21.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.875,21.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.375,21.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.625,21.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
105.875,21.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
106.125,21.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.375,21.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.625,21.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
105.875,21.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
106.125,21.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
106.375,21.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
105.375,20.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.625,20.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.875,20.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
106.125,20.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
106.375,20.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
105.625,20.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.875,20.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
106.125,20.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
106.375,20.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
105.625,20.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
105.875,20.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
106.125,20.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
106.375,20.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
105.875,20.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","royalblue3"
106.125,20.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","violetred4","khaki","violetred4","violetred4","violetred4","royalblue3","violetred4","violetred4","royalblue3"
105.875,19.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","violetred4","royalblue3"
105.625,19.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","violetred4","royalblue3"
105.625,19.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
105.625,19.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
105.625,18.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","khaki","khaki","khaki","violetred4","khaki","khaki"
108.875,14.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","khaki","khaki","khaki","violetred4","khaki","royalblue3"
108.875,14.375,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","khaki","khaki","khaki","violetred4","khaki","royalblue3"
108.875,14.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","khaki","khaki","khaki","violetred4","khaki","khaki"
109.125,14.125,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","khaki","khaki","khaki","violetred4","khaki","royalblue3"
108.875,13.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","khaki","khaki","khaki","violetred4","khaki","royalblue3"
109.125,13.875,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","royalblue3","khaki","khaki","khaki","khaki","violetred4","khaki","khaki"
108.875,13.625,"violetred4","violetred4","violetred4","violetred4","khaki","violetred4","khaki","khaki","khaki","violetred4","khaki","khaki","violetred4","khaki","royalblue3"
